,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170
40,0.151275,0.100802,0.101894,0.0628746,0.0631493,0.0553251,0.0542551,0.0536577,0.0560357,0.0441342,0.0581803,0.042745,0.0395101,0.0549071,0.0568866,0.0404549,0.0,0.0435711,0.0303244,0.0378486,0.0319665,0.0487758,0.0392364,0.0345509,0.0394381,0.0215462,0.0305621,0.0374175,0.0257489,0.0249935,0.0287022,0.0272729,0.0259901,0.0423531,0.0278631,0.0283633,0.017097,0.0277073,0.0277989,0.0261066,0.0268516,0.0231153,0.02531,0.0365149,0.024396,0.0238531,0.0233559,0.0225768,0.022754,0.0200646,0.0175312,0.0190622,0.0327152,0.0250009,0.0221154,0.0204416,0.0173041,0.0178869,0.0158656,0.0157215,0.0188433,0.0180555,0.0158804,0.0173741,0.0156782,0.0181798,0.016881,0.0176704,0.0118855,0.0163006,0.00605816,0.0149862,0.01716,0.0157412,0.024464,0.0146329,0.014134,0.0137469,0.0118926,0.0162756,0.0101045,0.0102322,0.00143514,0.01058,0.011553,0.0115715,0.00870634,0.0106161,0.0119863,0.00938339,0.0113512,0.00743006,0.0070542,0.00765808,0.00758572,0.00590982,0.0066651,0.00707027,0.00677323,0.00664271,0.00643555,0.00605502,0.0060738,0.00605984,0.00567302,0.00639944,0.00689267,0.00423016,0.00516788,0.00870689,0.00536032,0.00536154,0.00497274,0.00457608,0.00401342,0.00362162,0.00425921,0.0,0.00327873,0.00273534,0.00331671,0.00364002,0.00300012,0.00272056,0.00296334,0.00201235,0.00299472,0.00320323,0.00210364,0.00206822,0.00240762,0.00213085,0.00143055,0.00176009,0.00199509,0.00162457,0.00162676,0.00154327,0.00150582,0.00078338,0.00121354,0.00120539,0.00223708,0.00122359,0.000963656,0.00071772,0.000512202,0.000512512,0.000558055,0.000472469,0.000576572,0.000621383,0.000485217,0.00037964,4.92057e-15,0.000287472,0.000244003,0.000366002,0.000233,0.000263795,0.000120473,0.000116577,0.000112031,0.000105174,8.83563e-05,3.9934e-14,4.67435e-05,4.19465e-13,1.93861e-05,7.21128e-06,3.11739e-12
41,0.131573,0.088311,0.0946411,0.0690884,0.0918614,0.0581754,0.0493059,0.084027,0.0602152,0.0642027,0.0454994,0.0496064,0.0532085,0.0474262,0.0419625,0.0597407,0.0519276,0.0821501,0.0414689,0.0383237,0.0398511,0.0457512,0.0277079,0.0340164,0.0319763,0.0313451,0.024815,0.0261434,0.0246374,0.0314037,0.0296681,0.0370484,0.029278,0.0243956,0.0324836,0.0259298,0.0264014,0.0280627,0.0243997,0.0222139,0.0271092,0.0257233,0.0265756,0.0249332,0.0148706,0.0232699,0.0150663,0.0209612,0.0231896,0.0221566,0.0218575,0.0209952,0.0195738,0.0203326,0.0207832,0.0201673,0.0203723,0.0205942,0.0197883,0.0189218,0.0182417,0.0189823,0.0183978,0.0177147,0.0174925,0.0139195,0.0104677,0.0137447,0.0182,0.0151596,0.0161939,0.0151731,0.0160746,0.01508,0.0292912,0.0125754,0.0144798,0.0163538,0.0128614,0.0114968,0.0119102,0.00973138,0.011159,0.0119305,0.0110237,0.0085721,0.0132176,0.0100841,0.0125421,0.0106357,0.0104991,0.00767967,0.00768549,0.00815701,0.00802305,0.00793434,0.00449936,0.00503081,0.00621261,0.00749163,0.00707649,0.00600078,0.00478848,0.00606093,0.000567029,0.00513837,0.00559685,0.00490533,0.00400454,0.00499162,0.00487249,0.00541446,0.00470891,0.00901996,0.00381096,0.00452897,0.00376449,0.00327155,0.00329537,0.0035682,0.00354387,0.00238099,0.00269149,0.00248505,0.00250422,0.00245663,0.00116469,0.00218641,0.00146471,0.00180181,0.0013803,0.00194958,0.00282642,0.00238912,0.00219249,0.00170836,0.00271085,0.00170395,0.00154948,0.000554138,0.00128476,0.000877692,0.00107412,0.00105623,0.000714483,0.000296202,0.000697224,0.000483563,0.000617196,0.00051533,0.00050369,5.72174e-15,0.000333794,0.000361719,0.000506209,0.000288542,0.000349746,0.000153549,4.11616e-05,0.000194929,0.000157341,7.26458e-05,5.63383e-14,0.000100665,8.45453e-05,0.000104109,7.48981e-05,2.86151e-05,9.0926e-06,2.93625e-13,4.17378e-06
42,0.090313,0.0924814,0.0966632,0.0819638,0.0733672,0.0546277,0.054424,0.0450183,0.0244554,0.0234707,0.0495548,0.0766283,0.0500261,0.0504543,0.044912,0.0427907,0.0317403,0.0466901,0.0423444,0.028921,0.0337981,0.0339611,0.0336025,0.0353728,0.0341074,0.051783,0.0312902,0.0321934,0.0136155,0.0317968,0.0293262,0.0339665,0.0282746,0.0377244,0.0281539,0.0309446,0.0330494,0.0263037,0.0277282,0.027075,0.0264661,0.014719,0.0392758,0.0243592,0.0242849,0.0085161,0.0187554,0.0168095,0.0109124,0.0220141,0.0215245,0.0219786,0.0160883,0.0175724,0.0200173,0.0206623,0.0204468,0.0186889,0.0193159,0.0195781,0.0215663,0.0,0.0188333,0.0174386,0.0183384,0.0185745,0.00833954,0.0185011,0.0123298,0.0163325,0.014781,0.0130115,0.0173386,0.0135554,0.0104771,0.0139025,0.015508,0.0143667,0.0126699,0.0148459,0.012679,0.0118707,0.0110024,0.0146522,0.0111841,0.0113831,0.0118444,0.0109812,0.010296,0.00940488,0.0103343,0.00700643,0.0071712,0.00915747,0.00804776,0.00805879,0.00834185,0.00738719,0.00622863,0.00665394,0.00554022,0.00637272,0.00505054,0.00606414,0.00198771,0.00285029,0.00289107,0.00585508,0.00526759,0.00418701,0.005162,0.00699613,0.00422696,0.00438676,0.00303991,0.0039376,0.0038372,0.00369139,0.00389228,0.00316222,0.0019624,0.00246077,0.00206487,0.00240617,0.00130405,0.0021441,0.00234979,0.00175795,0.00212549,0.00228009,0.00197872,0.00256166,0.00206713,0.00183415,0.00145784,0.00327822,0.00143524,0.00180517,0.00148387,0.00150615,0.000987597,0.00127028,0.000906516,0.000969208,0.0004313,0.000846216,0.000747868,0.00046672,0.00063701,0.000523772,0.000674175,0.000288356,0.000317218,0.000467202,0.000248323,0.000282744,0.000166114,0.000221114,1.29359e-15,0.000208159,0.000110688,0.000128733,0.000152735,0.0001667,6.93349e-05,0.000157368,4.67435e-05,2.08543e-13,1.93861e-05,7.21128e-06,1.97142e-12
43,0.0578323,0.0895458,0.0951258,0.0672814,0.0646853,0.0631259,0.0611545,0.0641212,0.0490271,0.0426419,0.0588803,0.0401075,0.0667454,0.0568789,0.0,0.0439236,0.051725,0.0365712,0.0435839,0.0369435,0.0329596,0.0419885,0.0311071,0.0315296,0.0329399,0.0323985,0.0360904,0.0345985,0.0120931,0.0295161,0.0296382,0.0439385,0.0325879,0.0289303,0.0287588,0.0277141,0.0303454,0.025621,0.0267238,0.0262924,0.0285783,0.0261173,0.02458,0.023118,0.0234772,0.0225661,0.0463069,0.0212861,0.0188473,0.0229423,0.0208893,0.0220506,0.0245511,0.0183055,0.0203338,0.0210964,0.0188493,0.0235736,0.0192806,0.0201061,0.0209209,0.0141059,0.0166999,0.0169299,0.0175744,0.0160767,0.0238243,0.0165368,0.0147206,0.0142312,0.0182948,0.015257,0.030428,0.0163257,0.0158239,0.0120344,0.0161732,0.0126412,0.0130215,0.0132745,0.0121184,0.0087891,0.0108734,0.00958612,0.0115156,0.0104514,0.00944085,0.0107549,0.00844351,0.00848384,0.010592,0.0050841,0.00807006,0.0101571,0.008135,0.00882899,0.00851082,0.00663055,0.0053433,0.00863058,0.00942904,0.00627023,0.00286476,0.00575554,1.11354e-16,0.00568625,0.00588128,0.00567664,0.00422371,0.00507724,0.00355028,0.00613588,0.00427269,0.00468981,0.00505039,0.003356,0.00431645,0.00368618,0.00503588,0.00317571,0.00352609,0.00316927,0.00287453,0.00280035,0.002783,0.00240323,0.00344887,0.00204146,0.00171936,0.00181703,0.00257152,0.00176845,0.00229647,0.00256014,0.00168692,0.00179488,0.00155532,0.00116249,9.65384e-16,0.00111413,0.00105181,0.00103801,0.00105715,0.000628534,0.000660097,0.000697393,0.000586614,0.000858625,0.000385158,0.000765079,0.000888233,0.00055216,0.000446428,0.000500969,0.000366629,0.000370725,6.40761e-05,9.18822e-05,0.000206962,0.000197973,0.000106454,8.20676e-05,0.000147068,2.26626e-14,9.40898e-05,7.85901e-05,9.00855e-14,6.22952e-05,1.93861e-05,7.21128e-06,2.20942e-12
44,0.0634095,0.11475,0.104668,0.134836,0.068474,0.0419305,0.0421579,0.0477377,0.0372483,0.0475395,0.0666028,0.0662985,0.0534203,0.0517106,0.0567122,0.0415165,0.0476378,0.0491293,0.0355934,0.0293605,0.0248029,0.0373579,0.0356028,0.0325692,0.0349289,0.0260348,0.0188733,0.0318594,0.0323073,0.0320985,0.02962,0.0306271,0.02857,0.0304586,0.029666,0.0265818,0.0145506,0.0236803,0.0277631,0.0264,0.0311756,0.0222466,0.0254721,0.0244714,0.0231694,0.0219521,0.0226316,0.0222442,0.0235891,0.021291,0.0205136,0.0210713,0.0201826,0.0234392,0.02075,0.0170458,0.0202057,0.0193267,0.0234557,0.0188714,0.019063,0.0188215,0.0184817,0.0173574,0.016975,0.014792,0.0158378,0.0160815,0.0177842,0.0148696,0.0162029,0.0162451,0.0125777,0.0158156,0.0147399,0.0144968,0.0136438,0.0127708,0.013043,0.0110733,0.0101497,0.0144679,0.00751331,0.0113357,0.0108055,0.00835786,0.00722037,0.00630285,0.00930495,0.00941578,0.00799937,0.0090125,0.00837991,0.00941384,0.00856192,0.00769626,0.00771483,0.00870745,0.00389968,0.00196591,0.00618203,0.00609945,0.00596946,0.00579148,0.00485577,0.00647428,0.0052295,0.00562017,0.00563424,0.00443668,0.00481104,0.00470279,0.00461432,0.00829214,0.00425438,0.00404652,0.00361396,0.00381008,0.00306839,0.00276231,0.0038242,1.59378e-16,0.00302203,0.00260816,0.00201981,0.00269187,0.00218409,0.00261516,0.00252943,0.00252059,0.00201579,0.00249127,0.00141665,0.0020736,0.0017122,0.00195921,0.000879965,0.00111882,0.00107597,0.00126898,0.0013142,0.00113688,0.00150063,0.00115009,0.000719655,0.00155215,0.000783892,0.000517978,0.000604451,0.000441465,0.000570239,0.000501905,0.000477472,0.000440821,0.000588549,0.00028269,0.000293208,0.000237834,0.000434158,0.000208159,0.000110688,0.000128733,0.000152735,0.0001667,6.93349e-05,0.000157368,4.67435e-05,0.0,1.93861e-05,7.21128e-06,7.43269e-13
45,0.174051,0.134035,0.111161,0.0416371,0.0581424,0.029741,0.0563313,0.0824163,0.0487718,0.0518614,0.0638908,0.0439764,0.0609022,0.0459475,0.0505904,0.037754,0.0424859,0.0534044,0.0291564,0.0467929,0.0437939,0.037471,0.0,0.0428212,0.0267024,0.0283919,0.0175473,0.0287008,0.0283654,0.0347542,0.0303874,0.0326321,0.0289066,0.0227691,0.0246864,0.0292163,0.0289599,0.0258835,0.0265036,0.0261911,0.0285586,0.0273467,0.0250148,0.0200375,0.023548,0.0234144,0.023871,0.0224085,0.0247056,0.0254833,0.0188778,0.0217719,0.020139,0.020712,0.024436,0.0204977,0.0227684,0.0221462,0.0226949,0.0217559,0.0170316,0.0197316,0.0190882,0.0176301,0.0181583,0.0148949,0.0157878,0.0156296,0.0202122,0.0151217,0.0155773,0.00576986,0.0136646,0.015401,0.014715,0.0138488,0.0140783,0.0143189,0.0135576,0.0139322,0.0117839,0.0126277,0.0110309,0.0112438,0.0105059,0.0103075,0.00824297,0.0197735,0.0103787,0.00851293,0.0100805,0.00767949,0.0101321,0.00881594,0.00698048,0.0068628,0.00626983,0.0052496,0.00796577,0.00730327,0.00676314,0.00470136,0.00543584,0.00793953,0.00550783,0.00559605,0.0066106,0.0045122,0.00513746,0.00773312,0.00508828,0.00687372,0.00350768,0.00441663,0.00468465,0.00393899,0.00388082,0.00304486,0.00327809,0.00262271,0.00392064,0.00299211,0.00418793,0.00259745,0.00343882,0.00370852,0.00244145,0.00197943,0.00208693,0.00212129,0.00246292,0.00185315,0.00177672,0.00276079,0.00281581,0.00161227,0.00157717,0.00171774,0.0016045,0.00160623,0.00132714,0.0,0.000950798,0.00113214,0.000721232,0.000619467,0.000605901,0.00062574,0.000451385,0.000220198,0.000860129,0.000518632,0.000578287,0.000255249,0.000492491,0.000444599,0.000218959,0.000485151,0.000225697,0.000142599,0.000109708,0.000132944,0.000104523,7.8674e-05,0.000175475,8.29871e-05,3.68063e-05,3.9481e-05,2.80939e-05,1.18251e-05,4.17378e-06
46,0.196066,0.143339,0.119136,0.0416255,0.0556374,0.0339976,0.0498065,0.0653354,0.0598912,0.0483463,0.0496147,0.0489153,0.0521509,0.0410261,0.0445108,0.0443448,0.0406763,0.0476514,0.0323299,0.0407363,0.036099,0.0398243,0.0280966,0.0497638,0.0310929,0.0269992,0.0286344,0.026606,0.0356795,0.025839,0.0304206,0.0316172,0.0366597,0.0279899,0.0286753,0.0256909,0.0272091,0.0182339,0.0222212,0.0163617,0.0271013,0.0265,0.0282112,0.0143747,0.0234311,0.0240842,0.0233172,0.0226105,0.0229181,0.0,0.0198273,0.0232948,0.0213955,0.0193694,0.0165388,0.0197991,0.018452,0.0202077,0.020045,0.02174,0.0230685,0.0196575,0.0169532,0.0162146,0.0231113,0.0189071,0.0173355,0.0177265,0.00845437,0.0160764,0.0156204,0.0230209,0.0150531,0.0144773,0.0138891,0.0137999,0.0154153,0.0131281,0.0115132,0.0127226,0.0135194,0.014302,0.0111254,0.0113512,0.00387013,0.0103928,0.0100884,0.00801148,0.0095783,0.00965086,0.0105307,0.00924772,0.00628989,0.00737694,0.00729201,0.00721012,0.00743806,0.00262425,0.00683754,0.00620891,0.00813141,0.00635524,0.00648553,0.00590866,0.00588421,0.00412308,0.00459233,0.00409533,0.00532994,0.00461132,0.0053402,0.00499169,0.0,0.00448058,0.00479868,0.00449435,0.00282225,0.00163945,0.00304206,0.00329051,0.002653,0.0027732,0.00336264,0.00274067,0.00315353,0.00229397,0.00245096,0.0028036,0.00119359,0.0022873,0.00196016,0.00237569,0.0018761,0.00187594,0.00146191,0.00223122,0.00198474,0.00143184,0.00112227,0.000831179,0.00122746,0.000917189,0.000673411,0.000766237,0.000667831,0.000709938,0.00123598,0.000947126,0.00062849,0.0,0.00050771,0.000507427,0.000225502,0.000402671,0.000349436,8.8954e-05,0.000189627,0.000220334,0.000314426,0.000240851,3.70942e-05,9.66008e-05,0.000230259,0.000100665,8.45453e-05,0.000104109,7.48981e-05,2.86151e-05,9.0926e-06,1.3145e-12,4.17378e-06
47,0.228568,0.135427,0.120542,0.0490633,0.0683245,0.0526285,0.0385482,0.0563529,0.0519963,0.0548088,0.055336,0.0478587,0.0538952,0.0385037,0.0445496,0.0392353,0.0382617,0.0408195,0.0343717,0.0531261,0.0376893,0.0444433,0.0276245,0.0426991,0.0228521,0.0271262,0.0331093,0.0236389,0.0314284,0.0335674,0.0306839,0.0309875,0.0373979,0.0300526,0.0197348,0.0268895,0.0251598,0.0179893,0.0237964,0.0233855,0.0264871,0.0258461,0.0252187,0.0119256,0.0240507,0.0230873,0.0229609,0.0225991,0.022475,0.0170428,0.0264908,0.0242698,0.0209678,0.0215403,0.0222705,0.0198127,0.0322101,0.0198378,0.0187476,0.0190817,0.0187917,0.0188014,0.0156907,0.0163471,0.0210217,0.0168665,0.0192564,0.0156395,0.00832247,0.0183437,0.0143456,0.0,0.0151235,0.0146735,0.0143294,0.0136302,0.0150308,0.0168108,0.0140306,0.0120841,0.0125791,0.0153387,0.00994851,0.0150754,0.0110095,0.00837379,0.0136655,0.0110159,0.0102385,0.0108752,0.0107036,0.0106741,0.00934552,0.00642409,0.00872899,0.00778902,0.00699283,0.00681431,0.00903008,0.00937027,0.00570171,0.00521753,0.00419849,0.0118968,0.00545913,0.00484538,0.00505964,0.00511498,0.00454771,0.00520208,0.00467587,0.00620808,0.00614582,0.00493469,0.00479622,0.00486141,0.00299132,0.00385783,0.00368411,0.00355805,0.0039507,0.00295071,0.00336556,0.00354327,0.00378964,0.00220095,0.00148316,0.00224208,0.0016446,0.00222626,0.000630554,0.00162081,0.00168433,0.00171175,0.00199454,0.00162847,0.00168878,0.00154814,0.000221818,0.00155206,8.02009e-16,0.00118529,0.000927095,0.00105442,0.000799047,0.000527446,0.000718271,0.000599327,0.000364586,0.000799787,0.000516003,0.000886052,0.000384522,3.1987e-15,0.000395966,0.000272165,0.000236421,0.000236999,0.000277112,0.000124301,0.000308429,0.000118431,0.000107388,0.000177807,7.80444e-05,7.57749e-05,6.12376e-05,7.96261e-06,3.78329e-13,1.18251e-05,4.17378e-06
48,0.237805,0.105146,0.088496,0.0775721,0.0737069,0.0775138,0.059628,0.050808,0.0490275,0.0490519,0.0515263,0.0442155,0.0352211,0.0395402,0.0505673,0.0452292,0.0521114,0.0453798,0.031675,0.0387604,0.0319645,0.0415418,0.0552824,0.0393949,0.0451215,0.040202,0.0220667,0.031092,0.0174192,0.00728558,0.0308072,0.0359559,0.0277722,0.0315807,0.0304097,0.030067,0.0280048,0.0135963,0.0280378,0.026419,0.0269273,0.0217726,0.0323646,0.0248662,0.0241736,0.0,0.0223819,0.0194733,0.025039,0.0226723,0.0209587,0.0198778,0.0217429,0.020186,0.0184276,0.0209167,0.0190821,0.0196074,0.0192451,0.0197299,0.0162844,0.0195352,0.0181005,0.017324,0.0169165,0.0186385,0.0194269,0.015348,0.0121027,0.0156079,0.0152375,0.0165349,0.0184194,0.0106203,0.0109056,0.0148514,0.0188322,0.0100799,0.0132937,0.0170032,0.0134456,0.0118775,0.00806053,0.0129682,0.00976186,0.0128659,0.0157058,0.00970743,0.00940006,0.00997458,0.00956513,0.00714852,0.0122994,0.00830248,0.00753128,0.00741862,0.0105719,0.0082623,0.00555748,0.00648643,0.00557195,0.00665036,0.00595627,0.00604298,0.00558507,0.00471317,0.00514962,0.00422184,0.00985448,0.00444254,0.00502885,0.00529447,0.00480957,0.00498997,0.00448321,0.00365578,0.00357235,0.00294436,0.00353002,0.00333946,0.00307987,0.00323667,0.00345617,0.00339347,0.00266169,0.00306621,0.00222906,0.00228594,0.00213764,0.00168196,0.00221894,0.00248537,0.00146087,0.0015037,0.0015148,0.00198938,0.000754797,0.00155267,0.00123717,0.00126537,0.00129708,0.0011738,0.000612871,0.000788723,0.00183138,0.000387915,0.000634602,0.000776653,0.000575745,0.000716259,0.000513704,0.0010046,0.000333794,0.000361719,0.000506209,0.000288542,0.000349746,0.000153549,4.11616e-05,0.000194929,0.000157341,7.26458e-05,4.89845e-14,0.000100665,8.45453e-05,0.000104109,7.48981e-05,2.86151e-05,9.0926e-06,1.24741e-12,4.17378e-06
49,0.0413021,0.0878792,0.103141,0.0574724,0.0741761,0.0693438,0.056391,0.0565375,0.0498552,0.0754244,0.0677792,0.0528338,0.027502,0.0415477,0.0503925,0.042171,0.0667938,0.0307376,0.0399765,0.0212622,0.0120675,0.0319622,0.0369705,0.0302155,0.0339512,0.0344382,0.0372396,0.0328806,0.0218211,0.0337738,0.029685,0.032088,0.0277932,0.030679,0.028069,0.0277811,0.0129102,0.0268838,0.0274458,0.027038,0.0254961,0.0242936,0.0284743,0.024501,0.0254352,0.0238513,0.0310845,0.026165,0.0297579,0.0219406,0.0209886,0.0190828,0.0199947,0.0186413,0.0210711,0.0197028,0.0205325,0.02008,0.019628,0.0191617,0.0184727,0.0212794,0.0181423,0.0172779,0.0161774,0.014903,0.0248691,0.0169605,0.0182414,0.015265,0.0143947,0.0153549,0.0152491,0.0148863,0.015244,0.0175956,0.0139765,0.0127322,0.0133642,0.012766,0.0,0.00950712,0.0116634,0.0106485,0.0106321,0.0105745,0.0126135,0.00819488,0.0119843,0.00931481,0.00935664,0.00839921,0.00770436,0.00887363,0.0078011,0.0096896,0.00745086,0.00719976,0.00642782,0.0080654,0.00631948,0.00877376,0.00341683,0.00747498,0.00327099,0.00522231,0.00652865,0.0059769,0.00498351,0.00697558,0.00478503,0.00477761,0.00458768,0.00487544,0.00525998,0.00443205,0.0037954,0.0031771,0.00347001,0.00320932,0.00244591,0.00236286,0.00307138,0.00325611,0.00346179,0.00220079,0.00125579,0.000960958,0.00226303,0.000484395,0.00158375,0.00222695,0.00108846,0.00196931,0.00180826,2.81637e-17,0.00143524,0.00180517,0.00148387,0.00150615,0.000987597,0.00127028,0.000906516,0.000969208,0.0004313,0.000846216,0.000747868,0.00046672,0.00063701,0.000523772,0.000674175,0.000288356,0.000317218,0.000467202,0.000248323,0.000282744,0.000166114,0.000221114,4.72564e-16,0.000208159,0.000110688,0.000128733,0.000152735,0.0001667,6.93349e-05,0.000157368,4.67435e-05,2.11842e-13,1.93861e-05,7.21128e-06,2.09327e-12
50,0.1384,0.0851514,0.105586,0.0754657,0.0543327,0.0744941,0.0404741,0.053841,0.0517204,0.0557464,0.0539371,0.0387223,0.0,0.0452995,0.0426431,0.0439641,0.0560258,0.0499599,0.0407999,0.0300794,0.0429605,0.03037,0.0309429,0.0311197,0.0344717,0.0461896,0.0470291,0.0360826,0.0116714,0.029759,0.0294303,0.0274803,0.0279167,0.0279949,0.0290468,0.0325427,0.0283023,0.0239261,0.0252521,0.0267247,0.0255437,0.0280631,0.0338847,0.0234834,0.0239238,0.0234601,0.0270868,0.0224155,0.0192052,0.021339,0.0214228,0.0151289,0.0211633,0.0217203,0.0206862,0.0200811,0.0203978,0.0190913,0.0173096,0.0185743,0.0205098,0.0305834,0.0170845,0.0170923,0.0183329,0.0179842,0.0143384,0.0131514,0.0161517,0.015696,0.0156984,0.0153305,0.0201522,0.0147365,0.0184789,0.0151532,0.013873,0.0104176,0.0123359,0.0136225,0.0125511,0.0134816,0.0108023,0.0112046,0.0101799,0.0105149,0.00854883,0.010152,0.00963427,0.0192463,0.00962512,0.00792103,0.0106926,0.00818866,0.00630621,0.00879805,0.00765948,0.00667936,0.00629611,0.00872964,0.00791898,0.00631739,0.00499804,0.00600738,0.00489895,0.00703731,0.00696799,0.00367591,0.00540146,0.00734475,0.00469299,0.00544652,0.00457428,0.00459051,0.00427277,0.00452235,0.00390156,0.00322881,0.00181959,0.00286755,0.00303914,0.00204267,0.00269303,0.00288349,0.00262087,0.00192119,0.00151366,0.00192468,0.00427008,0.00177036,0.00157193,0.00245903,0.00207709,0.0017226,0.00149166,0.00117072,0.00170442,0.00180116,0.00137726,0.00127184,0.000969684,0.00115608,0.000897209,0.000960399,0.000622738,0.000825079,0.0009895,0.000611663,0.000780108,0.000680094,1.01201e-15,0.000495271,0.00044972,0.000452352,0.000388984,0.000227012,0.000140186,0.00035147,9.49981e-05,6.69067e-05,2.80099e-16,0.000118431,0.000107388,0.000177807,7.80444e-05,7.57749e-05,6.12376e-05,7.96261e-06,3.74353e-13,1.18251e-05,4.17377e-06
51,0.101067,0.0915446,0.0894869,0.0557651,0.072875,0.0638178,0.0743322,0.0754445,0.0523121,0.0659058,0.0660295,0.0960314,0.0544829,0.0397618,0.0415639,0.0410194,0.0305204,0.0480212,0.0385581,0.0367142,0.0315248,0.0408495,0.0420506,0.0320389,0.0237563,0.0336218,0.026627,0.0297232,0.0124689,0.0303373,0.028168,0.0296514,0.0328023,0.0274409,0.0229015,0.0208003,0.0268797,0.0243835,0.0304971,0.0246705,0.0252776,0.0268037,0.0303256,0.0241086,0.0269482,0.0205045,0.0329588,0.0228146,0.02893,0.0250916,0.0265642,0.0213444,0.0190462,0.0200962,0.0205515,0.0202162,0.0199685,0.0190514,0.0202837,0.0186836,0.0187753,0.0214321,0.0183843,0.0167912,0.0163802,0.0150529,2.97319e-17,0.0161373,0.0137461,0.0161455,0.0120462,0.0136112,0.0154116,0.013684,0.0157421,0.0103238,0.0173773,0.0151255,0.0128393,0.0129167,0.0117383,0.011736,0.0120942,0.013327,0.0116739,0.0127961,0.0130486,0.0111565,0.0100104,0.00942947,0.011596,0.00686257,0.00731305,0.00809757,0.00773439,0.00767507,0.00778635,0.00637313,0.00699561,0.008597,0.0057162,0.00575465,0.00598106,0.005963,0.0110753,0.00568625,0.00588128,0.00567664,0.00422371,0.00507724,0.00355028,0.00613588,0.00427269,0.00468981,0.00505039,0.003356,0.00431645,0.00368618,0.00503588,0.00317571,0.00352609,0.00316927,0.00287453,0.00280035,0.002783,0.00240323,0.00344887,0.00204146,0.00171936,0.00181703,0.00257152,0.00176845,0.00229647,0.00256014,0.00168692,0.00179488,0.00155532,0.00116249,4.89175e-16,0.00111413,0.00105181,0.00103801,0.00105715,0.000628534,0.000660097,0.000697393,0.000586614,0.000858625,0.000385158,0.000765079,0.000888233,0.00055216,0.000446428,0.000500969,0.000366629,0.000370725,6.40761e-05,9.18822e-05,0.000206962,0.000197973,0.000106454,8.20676e-05,0.000147068,4.49613e-14,9.40898e-05,7.85901e-05,8.29804e-14,6.22952e-05,1.93861e-05,7.21128e-06,1.62528e-12
52,0.091546,0.104329,0.0995567,0.0872897,0.0852479,0.0706744,0.0597347,0.0796792,0.062502,0.053744,0.0612718,0.0424104,0.0571341,0.0610491,0.0413905,0.0445096,0.0335815,0.054098,0.034878,0.0306212,0.0720823,0.0431394,0.03636,0.032531,0.0271984,0.0279405,0.0321438,0.035735,0.013338,0.0303016,0.0298021,0.0384407,0.0304292,0.0292115,0.0262314,0.0227856,0.0215913,0.0246175,0.024742,0.0262893,0.0272829,0.0245638,0.0239534,0.0245546,0.0242724,0.0220038,0.020256,0.0233516,0.0115433,0.0224531,0.022419,0.0217092,0.0207872,0.0191832,0.0202137,0.0199125,0.020059,0.0172957,0.0199152,0.01947,0.0184208,0.0108661,0.017553,0.0175109,0.0166411,0.0172781,0.0221949,0.0130616,0.0180896,0.0154259,0.0150111,0.0157984,0.0164829,0.0150235,3.51638e-17,0.0125754,0.0144798,0.0163538,0.0128614,0.0114968,0.0119102,0.00973138,0.011159,0.0119305,0.0110237,0.0085721,0.0132176,0.0100841,0.0125421,0.0106357,0.0104991,0.00767967,0.00768549,0.00815701,0.00802305,0.00793434,0.00449936,0.00503081,0.00621261,0.00749163,0.00707649,0.00600078,0.00478848,0.00606093,0.000567029,0.00513837,0.00559685,0.00490533,0.00400454,0.00499162,0.00487249,0.00541446,0.00470891,0.00901996,0.00381096,0.00452897,0.00376449,0.00327155,0.00329537,0.0035682,0.00354387,0.00238099,0.00269149,0.00248505,0.00250422,0.00245663,0.00116469,0.00218641,0.00146471,0.00180181,0.0013803,0.00194958,0.00282642,0.00238912,0.00219249,0.00170836,0.00271085,0.00170395,0.00154948,0.000554138,0.00128476,0.000877692,0.00107412,0.00105623,0.000714483,0.000296202,0.000697224,0.000483563,0.000617196,0.00051533,0.00050369,0.0,0.000333794,0.000361719,0.000506209,0.000288542,0.000349746,0.000153549,4.11616e-05,0.000194929,0.000157341,7.26458e-05,5.24426e-14,0.000100665,8.45453e-05,0.000104109,7.48981e-05,2.86151e-05,9.0926e-06,2.53944e-13,4.17378e-06
